index,id,claim
497,62681,Voter fraud caused his 2020 loss.
498,62696,The 2020 election wasnt stolen from Donald Trump in some spy-thriller-esque conspiracy involving Hugo Chavez and voting machines.
499,62713,Former US President Donald Trump repeatedly claimed widespread voter fraud in the 2020 race
500,62806,"The then-president claimed the 2020 presidential election was ""stolen""."
501,62930,The 2020 election was a fraud and stolen.
502,62957,I lost the November 2020 election due to widespread fraud.
503,63196,The 2020 election was rigged or stolen by Biden and the Democrats.
504,63260,"The presidential election had been ""rigged"" and ""stolen"""
505,63261,The November 2020 election had been stolen from him
506,63302,There was fraud in the 2020 election and Trump was really the winner.
507,63333,The 2020 election was the greatest Election Fraud in the history of our Country.
508,63511,"The 2020 election had been ""stolen"""
509,63598,Trump spread conspiracies about voter fraud in the 2020 election.
510,63684,Donald Trump didn't lose the election. It was stolen from him.
511,63695,"A national conspiracy of voter fraud ""stole"" the 2020 election from Donald Trump."
512,63715,The election was stolen from Donald Trump
513,63718,"The Fraudulent Presidential Election of 2020 will be, from this day forth, known as THE BIG LIE!"
514,63781,The 2020 election was stolen from the former president
515,63785,"The election was ""stolen"" from him and his supporters."
516,64058,Former President Donald Trump made false claims of voter fraud in the 2020 election.
517,64091,The 2020 presidential election was rigged and stolen from me.
518,64562,The election had been stolen from him due to widespread voter fraud
519,64743,Trump and his allies and followers then weaponized the Goebbels-inspired 'Big Lie' that the 2020 election was somehow 'stolen' from him by Joe Biden and the Democrats.
520,64753,The 2020 election was rife with voter fraud.
521,64919,The 2020 election was rigged or stolen.
522,65145,The 2020 election was stolen from former President Donald Trump through widespread voter fraud.
523,65158,The 'big lie' that the 2020 election was stolen from Donald Trump.
524,65193,The election was stolen by widespread voter fraud.
525,65331,This election was stolen from Donald Trump.
526,65337,There was widespread election fraud in 2020.
527,65499,The widespread voter fraud cost the former president the 2020 presidential election.
528,65591,The election was rigged or stolen.
529,65836,"On 3 May in doubling down on her contempt for former President Trump and his public statements calling the election of The Hologram The Big Lie, she claimed in a tweet, The 2020 presidential election was not stolen."
530,65895,"President Joe Biden and Democrats ""stole"" the 2020 election through widespread voter fraud."
531,65914,The 2020 election was rigged or stolen by Democrats and President Joe Biden.
532,65926,The presidential election was fraudulently stolen from him.
533,65942,Last year's election was stolen from Donald Trump as a result of mass fraud.
534,65952,The election was stolen from me as a result of mass fraud.
535,66038,The election was stolen from me because of widespread fraud.
536,66083,The election was stolen from him because of widespread fraud.
537,66227,He falsely claimed that the election was stolen from him because of widespread fraud.
538,66254,The 2020 election was rigged against me or even stolen.
539,66256,"The 2020 presidential election was, by far, the greatest Election Fraud in the history of our Country."
540,66269,The presidential election was stolen from him.
541,66283,The 2020 election was rigged or stolen by President Joe Biden and Democrats.
542,66373,The 2020 election was stolen from President Trump.
543,66375,The 2020 Presidential Election was the greatest Election Fraud in the history of our Country.
544,66407,"An unprecedented conspiracy of nationwide voter fraud ""stole"" the election from Donald Trump."
545,66530,Former President Donald Trump made unfounded claims of voter fraud in the 2020 presidential election.
546,66539,Democrats stole the 2020 presidential election.
547,66558,The 2020 election was somehow fraudulent and didn't reflect the will of the people.
548,66709,Donald Trump tried to steal an election
549,66786,The election wasn't stolen
550,66837,The former president is making dangerous claims about the 2020 election being stolen from him.
551,66850,The 2020 Presidential contest was marred by the greatest Election Fraud in the history of our country.
552,66875,The Republican push is spurred by former President Donald Trump's false claims that the 2020 election was stolen.
553,66879,The 2020 election was stolen or rigged by Democrats.
554,67355,I believe the election was stolen from Donald J. Trump.
555,67770,The 2020 presidential race was stolen from Donald Trump.
556,67781,The former president lied about there being widespread voter fraud in the 2020 presidential election.
557,67819,The election was stolen from Donald Trump due to widespread voter fraud.
558,67841,"The election was the ""Fraudulent Presidential Election of 2020"""
559,67842,The 2020 presidential election was not stolen.
560,68085,The 2020 election was rigged and stolen from us.
561,68131,The 2020 Presidential Election was fake.
562,68133,The election was stolen and rigged against Donald Trump.
563,68224,The fantasy that the 2020 election was stolen
564,68227,The false claim of a stolen presidential election
565,68279,"And also, nobody was buying Biden until hed won."
566,68395,Former President Donald Trump made the claim that the 2020 election was stolen from him.
567,68445,The election was rigged and stolen from us.
568,68509,Former president Donald Trump claimed that the 2020 presidential election was fraudulent.
569,68528,Widespread voter fraud occurred in the 2020 presidential election.
570,68837,The results of the 2020 presidential election were fraudulent.
571,68853,the election is stolen
572,68869,"Donald Trump tried to steal the 2020 election repeatedly, huddling with Republican state lawmakers, scheming to get GOP-controlled state legislatures to overturn the will of their voters, demanding that the Georgia Secretary of State find imaginary extra votes for him, and spreading outrageous lies about voter fraud."
573,68928,The reality is that somebody did attempt to steal the 2020 election: Donald Trump.
574,68965,Trump lost and the election was not stolen
575,68973,Votes were intentionally switched in the 2020 election to harm Donald Trump.
576,68993,The presidential election was stolen
577,69033,The 2020 election was stolen and should be overturned.
578,69043,"The Nov. 3 election was ""stolen"" from him."
579,69073,Donald Trump had been witness to election theft.
580,69237,The 2020 presidential race was stolen or riddled with fraud.
581,69331,Donald Trump claimed that the 2020 election was stolen and that there were fraudulent activities.
582,69384,The election last year was stolen.
583,69458,Former President Donald Trump falsely claimed that the 2020 election was stolen and that he won.
584,69687,The election was stolen from Mr Trump by Mr Biden and his supporters.
585,69784,Donald Trump claimed that there was voter fraud in the presidential election.
586,69870,The election was stolen from me last year as a result of mass fraud.
587,69880,The 2020 election was because of voter fraud
588,69885,The last presidential election was stolen.
589,69893,His loss in the 2020 election was the result of fraud.
590,69899,"The 2020 Presidential Election was a Big Lie, the greatest Fraud in the history of our Country!"
591,70017,Last years US presidential election was stolen from me amid widespread voter fraud.
592,70276,President Joe Biden stole the 2020 election.
593,70309,"Trump frequently says the election was ""stolen"" from him, though no evidence has surfaced to support allegations of widespread voter fraud."
594,70483,The 2020 election was rife with fraud.
595,70598,Joe Biden didn't win this election
596,70607,The result of the 2020 presidential election was the result of massive voter fraud.
597,70690,Trump made false claims of widespread voter fraud in 2020.
598,71235,The overwhelmingly refuted claim that the 2020 election was stolen from him
599,71275,The stolen 2020 election
600,71287,There was fraud in the 2020 election.
601,71454,The election results were the 'Great Presidential Election Fraud of 2020'
602,71542,The 2020 election was stolen from me through widespread voting fraud.
603,71584,Democrats stole the 2020 presidential elections.
604,71756,The 2020 election was stolen from former President Trump.
605,71757,The 2020 election was a fraud and was stolen.
606,71868,Michigan had been stolen from then-President Donald Trump in the 2020 election
607,71876,Widespread voter fraud occurred in the 2020 election.
608,71995,The former president has falsely maintained that the election was stolen from him
609,72000,The 2020 general election was stolen.
610,72017,The 2020 presidential election was fraudulent
611,72132,"The 2020 presidential election was ""Fraudulent""."
612,72250,The lie that the 2020 election was stolen from former President Trump.
613,72291,Joe Biden did not win the election.
614,72736,Trump lost the 2020 election because of widespread voter fraud.
615,72754,The 2020 election had been stolen through unverified claims of voter fraud.
616,72900,"The last United States election was ""stolen"" and therefore invalid due to invisible ""fraud""."
617,72937,The 2020 election wasn't stolen.
618,73267,The 2020 presidential election was fraudulent and stolen.
619,73300,The 2020 presidential election was not stolen and anyone who claims otherwise is pushing the Big Lie.
620,73311,The 2020 presidential election was not stolen
621,73352,"The Fraudulent Presidential Election of 2020 will be, from this day forth, known as THE BIG LIE."
622,73461,The 2020 election was stolen from me and my supporters.
623,73510,The 2020 election in Arizona was rigged and stolen from President Trump.
624,74021,"The election was ""stolen"" from him due to widespread voter fraud committed for President Joe Biden."
625,74282,"The results of the 2020 presidential election were ""stolen"" from Donald Trump."
626,74355,"The 2020 election was ""stolen"" due to voter fraud."
627,74377,Fraud led to his 2020 election defeat.
628,74481,The 2020 election was filled with widespread voter fraud
629,74862,"The fraud in 2020 is real, its huge, its millions of fraudulent votes."
630,75006,Widespread fraud kept Donald Trump from winning the 2020 election.
631,75245,The 2020 election was a fraud and Donald Trump actually won.
632,75280,I believe this election was stolen from Donald J Trump
633,75408,The election was not stolen.' Trump lost it.
634,75414,The election was not 'stolen'. Trump lost it.
635,75419,The election was not 'stolen.' Trump lost it.
636,75457,Trump claimed that the 2020 presidential election was fraudulent.
637,75818,"The election was not ""stolen."" Trump lost it."
638,75823,President Donald Trump claimed that the 2020 election was fraudulent.
639,75860,The 2020 election campaign was stolen from me by voter fraud.
640,75900,Democrats stole the 2020 election from Trump.
641,76138,The election was stolen from me by widespread fraud in the voting process.
642,76233,The election must have been stolen from Donald Trump.
643,76246,The 2020 election was somehow stolen from him.
644,76392,The 2020 election was stolen and rife with voter fraud.
645,76584,The 2020 election was stolen from Donald Trump and his supporters.
646,76585,There is widespread fraud and vote manipulation in the 2020 election.
647,76736,The election had been stolen from Trump.
648,76764,Donald Trump claimed that there was election fraud in the 2020 election.
649,76780,The November 2020 election was stolen.
650,76797,There are widespread fraud in the 2020 election.
651,76903,The 2020 election was fraudulent and I was the true winner.
652,77038,The 2020 election was 'stolen' with racist rhetoric painting voters in cities like Philadelphia and Detroit as illegitimate.
653,77309,The 2020 election was stolen and Trump was legitimately elected.
654,77315,The presidential election had been stolen from him due to widespread fraud.
655,77396,The 2020 election was stolen from him in several states.
656,77415,Donald Trump made a claim about a stolen election.
657,77457,"The election had been ""stolen"" through widespread voting fraud."
658,77492,Donald Trump made a claim that the 2020 presidential election was fraudulent.
659,77498,"The election had been ""stolen,"" despite no evidence of widespread fraud."
660,77535,The election had been stolen from the president.
661,77662,The 2020 presidential election had been stolen and marred by widespread voting irregularities.
662,77843,Donald Trump knew the 2020 election was not stolen.
663,77857,The 2020 election was plagued by widespread voter fraud.
664,78046,The US elections may have been stolen from Trump
665,78048,The 2020 elections were rigged against Donald Trump.
666,78110,"The Fraudulent Presidential Election of 2020 will be, from this day forth, known as THE BIG LIE"
667,78152,Alleged fraud in the 2020 election.
668,78180,The 2020 election was stolen from President Donald Trump.
669,78210,"The 2020 presidential election had been ""stolen"" from Trump."
670,78231,The 2020 election was stolen from him and Pence.
671,78601,The 2020 election was stolen through widespread election fraud.
672,78636,Widespread voter fraud had taken place in the 2020 election.
673,78972,Donald Trump claimed that there was voter fraud in the 2020 presidential election.
674,79236,Former President Donald Trump claimed there was widespread fraud in the 2020 election.
675,79309,The election had been stolen with irregularities and voter fraud
676,79448,The 2020 presidential election was marred by widespread voter fraud.
677,79721,The 2020 election was fraudulent and there was voter corruption caused by people just moving around.
678,79824,The 2020 election was stolen through widespread voter fraud.
679,79839,"Donald Trump claimed that the only reason he didn't win his 2020 reelection bid was widespread election fraud, thanks to Dominion Voting Systems."
680,80092,Donald Trump made false claims of a stolen election.
681,80146,The 2020 election was stolen from him by fraud.
682,80147,Donald Trump riled up the crowd with his false claims the election was stolen
683,80245,Election fraud has occurred in the national presidential election in 2020.
684,80248,His reelection was stolen due to widespread fraud.
685,80392,The 2020 election had been stolen from him through widespread voting fraud.
686,80898,The 2020 presidential election was a hoax and stolen.
687,81154,The 2020 presidential election was stolen from Donald Trump by fraud.
688,81275,Widespread fraud cost former President Donald Trump reelection in the 2020 presidential contest.
689,81287,The 2020 contest had been stolen from him.
690,81323,"There was massive voter fraud in the 2020 election. And despite this, Donald Trump still managed to lose."
691,81472,"The 2020 election was ""rigged"" and ""stolen."""
692,81497,Fraud cost me the 2020 election.
693,81614,Voter fraud cost Donald Trump the 2020 election
694,81623,"The election was ""stolen"" from Trump."
695,82005,"Biden is simply the anti-Trump president. Whatever Trump did, Biden will undo it."
696,82204,The results of the presidential election were stolen.
697,82347,The 2020 election was somehow stolen from former President Donald Trump due to election irregularities.
698,82391,The election had been stolen from him because of widespread voter fraud
699,82467,The 2020 presidential election was rife with voter fraud.
700,82472,"Former President Donald Trump tried to ""steal"" the 2020 election and was allegedly involved in instigating the January 2020 Capitol riot."
701,82520,President Trump's claims of a stolen election constitute common-law fraud.
702,82630,The 2020 presidential election was stolen from ex-President Donald Trump.
703,82705,The election was going to be stolen from him.
704,82717,The election wasnt stolen
705,82844,The 2020 general election was wrought with fraud.
706,83014,"The 2020 presidential election had been ""stolen"" by an unprecedented nationwide conspiracy of widespread voter fraud."
707,83129,The 2020 election was stolen by the Democrats.
708,83195,The election was 'stolen'.
709,83273,The 2020 election was stolen from me by fraud.
710,83293,The election was going to be stolen before the election.
711,83408,Widespread voter fraud cost him reelection in 2020.
712,83464,The election on November 3rd was stolen.
713,83467,Donald Trump claimed that there was fraud in the 2020 election.
714,83579,Donald Trump claimed there was election fraud.
715,83646,The election was stolen from Republican Donald Trump.
716,83691,The election wasnt stolen.
717,83923,There are widespread voter fraud in the 2020 election.
718,84425,The 2020 presidential election was rigged and electoral college votes were stolen.
719,84499,Voting machines were used to steal the 2020 presidential election from then-President Donald Trump.
720,84585,Former President Donald Trump pushed false claims of widespread voter fraud in the 2020 election.
721,84590,Donald Trump made the false claim that widespread voter fraud occurred in the 2020 presidential election.
722,84618,The 2020 Presidential Election was somehow stolen from then-President Donald Trump.
723,84668,"In 2020, America suffered the worst voter fraud, and election theft, in history."
724,84721,Former President Donald Trump falsely blames his 2020 election loss on widespread voter fraud.
725,84774,He did indeed lose to Biden.
726,84865,Donald Trump claimed that he really won the 2020 presidential election but was robbed of his victory because of widespread voter fraud.
727,84916,The 2020 election was stolen by citing baseless voting fraud allegations.
728,84985,The 2020 presidential election results were fraudulent.
729,85078,"The 2020 election results were ""rigged"" or ""stolen""."
730,85137,Trump was the real winner of the 2020 presidential election but was robbed of his victory through widespread voter fraud.
731,85195,"The 2020 election in Georgia was ""stolen"" and ""rigged"""
732,85245,Donald Trump's allegations of fraud in the 2020 election were rejected by courts and election officials.
733,85275,Widespread fraud cost Trump reelection in 2020.
734,85302,Something untoward happened in November 2020 and the elections were stolen
735,85421,Widespread fraud robbed Trump of a win in the 2020 presidential election
736,85475,The 2020 elections were absolutely stolen.
737,85504,Our elections in 2020 were absolutely stolen.
738,85663,Former President Donald Trump claimed widespread fraud in the 2020 election.
739,85892,The allegedly stolen 2020 election.
740,85920,The 2020 election was stolen and he remains the rightful President of the United States.
741,85964,Donald Trump claimed that the 2020 election was 'stolen'
742,86357,The election was somehow stolen
743,86417,The 2020 election was rigged against Donald Trump and there was widespread voter fraud.
744,86741,The 2020 election was rigged with tremendous voter fraud.
745,86908,"Biden only won the last presidential election due to ""widespread fraud"" or ""hacking"" of election machines."
746,86985,Trumps claim of a Stolen Election was false
747,87008,"The 2020 election was ""rigged"" and ""stolen"" from him."
748,87135,"Across the country, the GOP platform rests more and more on the baseless assertions that the 2020 election was stolen from Trump"
749,87207,The 2020 election was stolen from Donald Trump due to compromised voting machines.
750,87436,The 2020 election had been stolen through fraud
751,87538,The event promoted the false assertion that the 2020 election was stolen.
752,87549,The 2020 election was stolen and Joe Biden is not the elected president.
753,87656,Donald Trump claimed that he was denied victory at the 2020 election because of widespread voter fraud.
754,87681,The 2020 presidential race was stolen.
755,87841,"Anybody that doesn't think there wasn't massive Election Fraud in the 2020 Presidential Election is either very stupid, or very corrupt!"
756,87947,Donald Trump tried to steal the 2020 election
757,88099,The 2020 election was stolen from Donald Trump and there was widespread fraud.
758,88105,The excuse that the 2020 election was stolen from former President Donald Trump
759,88240,Former President Donald Trump claimed that widespread fraud led to his 2020 defeat.
760,88755,Democrats were trying to steal the 2020 election with fraudulent mail-in ballots.
761,88774,The 2020 Election was rigged and stolen from me.
762,88808,Donald Trump claimed that the 2020 election had been stolen.
763,88862,Trump lost the election due to widespread fraud
764,88905,Trump lost the 2020 Election due to widespread voter fraud
765,88948,Widespread voter fraud resulted in a stolen 2020 election.
766,88963,The claim that the election was stolen seemed credible to him because it was coming from the president.
767,89666,Former President Donald Trump attempted to steal the 2020 presidential election.
768,89739,The 2020 election was rigged by a campaign of mass voter fraud.
769,89949,Biden believes he is the only Democrat who can defeat Donald Trump if he also decides to run.
770,90357,"The 2020 election was rigged, stolen."
771,90373,The 2020 elections was stolen.
772,90488,"Donald Trump won the election, not Biden."
773,90499,Election fraud robbed Donald Trump of reelection in 2020.
774,90534,I dont believe the 2020 election was either rigged or stolen from you.
775,90541,What's really at stake for Trump is the selling of Trump and his big lie that the 2020 election was stolen from him.
776,90762,Trump lost the 2020 election due to widespread voter fraud.
777,90829,There are false claims about fraud in the 2020 presidential election.
778,90831,The 2020 election was stolen as part of a nationwide Democratic conspiracy to carry out voter fraud and fix the race for the White House in favor of Joe Biden.
779,91026,"The 2020 election was ""rigged"" or ""stolen"" from Donald Trump."
780,91054,"I didnt believe his persistent, unsubstantiated assertion that he had the 2020 US election stolen from him by a rigged vote."
781,91187,The 2020 election was rigged and Donald Trump rightly won
782,91244,The election in 2020 was rigged and stolen.
783,91256,"The 2020 election had been ""stolen and rigged"" against the two of them"
784,91567,The election of 2020 was rigged and stolen.
785,91714,The election in 2020 was rigged and stolen
786,91810,"The 2020 presidential election was ""stolen"" and there was widespread voter fraud."
787,92045,Former president Donald Trump made false claims about fraud and manipulation in the 2020 election.
788,92238,The 2020 election was stolen and there was election fraud.
789,92472,The 2020 presidential election was rigged and stolen from him.
790,92569,Trump falsely claimed that the election was stolen from him.
791,92741,The 2020 vote was stolen
792,92756,The result of the election was a fraud.
793,92761,The election was stolen from the former president.
794,92783,The election was riddled with irregularities and therefore stolen.
795,92795,There was a lot of voter fraud in the 2020 election.
796,92894,His 2020 election defeat was the result of fraud.
797,92950,The 2020 presidential election had been stolen from him.
798,93182,The presidential election was fraudulent or stolen
799,93438,The Election was rigged and stolen!
800,93847,The election was stolen from me as part of a vast conspiracy between Trump and Russia.
801,93955,Trump claimed he had won but that the election was stolen from him.
802,94150,"The 2020 election was ""stolen"" from Trump by widespread and coordinated fraud."
803,94333,Widespread fraud led to Trumps loss in the 2020 election
804,94358,"The 2020 election had been ""stolen"" from Donald Trump."
805,94540,The 2020 Election was stolen from poor old Donald Trump.
806,94646,The claim is that there was voter fraud in the 2020 election.
807,94707,The film alleges that widespread voter fraud took place during the 2020 presidential election.
808,94921,Donald Trump claimed that the 2020 election was stolen by Democrats.
809,95263,"Donald Trump was the real winner of the 2020 election, but it was stolen from him by a vast conspiracy."
810,95401,There was voter fraud in the 2020 presidential election.
811,95545,The Biden administration is illegitimate and the 2020 election was stolen from the former president.
812,95760,The 2020 presidential election was stolen from Donald Trump in Pennsylvania.
813,95792,Democrats stole the 2020 election
814,96048,Donald Trump won the 2020 election but the vote was rigged and victory stolen from him.
815,96411,The 2020 election was stolen by President Joe Biden.
816,96558,The 2020 election was stolen from Donald Trump through mass voter fraud.
817,96610,There was widespread fraud in the presidential election.
818,96672,Democrats stole the 2020 presidential election from him.
819,96772,Joe Biden did not win the presidency
820,96781,The 2020 presidential election was marred by widespread election fraud.
821,96993,"The false belief that the 2020 election was stolen from Donald Trump due to voter fraud, election machine manipulation, or other irregularities has been repeatedly debunked"
822,97017,Democrats stole the 2020 presidential election
823,97071,The 2020 presidential election in Georgia was stolen.
824,97285,"The election was ""rigged"" and ""stolen""."
825,97344,Trump is trying to further his fraudulent narrative that the 2020 election was stolen.
826,97429,The former president has endorsed candidates up and down the ballot who hew to his big lie that the 2020 election was stolen.
827,97551,"The election was stolen, it was fraudulent, stop the steal."
828,97843,Former President Donald Trump claimed that widespread voter fraud or tampering cost him the 2020 election.
829,97971,The 2020 balloting was rigged and stolen.
830,97979,Former President Donald Trump made false claims about election theft.
831,97988,The 2020 presidential election was stolen from Donald Trump by electoral fraudsters.
832,98041,The election was stolen and there is compelling evidence.
833,98246,"The 2020 balloting was ""rigged and stolen."""
834,98364,Former President Donald Trump falsely claimed that the 2020 election was stolen.
835,98474,The election was somehow stolen.
836,98483,The election was stolen from him in November of 2020.
837,98499,Trump denounce the 2020 election as stolen.
838,98525,"The November 2020 presidential vote was ""stolen"" by Democrat Joe Biden."
839,98580,He actually won and Joe Biden didn't in 2020.
840,98696,They stole Trump's election.
841,98706,President Trump lost the election in 2020 and it was not due to election fraud.
842,98876,2020 was stolen.
843,99188,"Former President Donald Trump was ""robbed"" during the 2020 election."
844,99223,Former President Donald Trump won the 2020 election and it was somehow stolen from him.
845,99262,Former President Donald Trump insisted that widespread voter fraud cost him the 2020 election.
846,99351,There is an abundance of fraud and election irregularities in the 2020 presidential election.
847,99423,The election in 2020 was rife with fraud.
848,99698,Widespread fraud cost Donald Trump the 2020 election.
849,99757,"The presidential election results were ""rigged"" or ""stolen."""
850,99788,"The 2020 election was ""fraudulent, rigged and illegitimate""."
851,99803,Widespread voter fraud marred the 2020 presidential election.
852,99812,Former Attorney General William Barr argued with Trump about his bogus claims the 2020 election was stolen.
853,99939,There was massive voter fraud in the 2020 presidential election.
854,100005,"The presidential election was ""stolen""."
855,100107,There were claims made by former president Donald Trump of widespread voter fraud in the 2020 presidential election.
856,100310,The election was stolen due to widespread voter fraud.
857,100418,Trump groundlessly claimed the 2020 election had been stolen from him.
858,100442,The 2020 presidential election was stolen from Trump in Arizona.
859,100627,"Most of the party faithful still believes, against all evidence, that the 2020 presidential election was stolen"
860,100785,There was widespread fraud in the 2020 election
861,100789,There is absolutely no evidence that Donald Trump won the 2020 presidential election or that there was any significant fraud
862,100829,The election was stolen from then-President Donald Trump.
863,100942,The 2020 election results were stolen from former president Donald Trump.
864,100997,The 2020 election was stolen from Trump
865,101207,Former President Donald Trump claimed that the 2020 election was rigged and that there was widespread voter fraud.
866,101221,The election was stolen and that he was the rightful president.
867,101309,"I made it clear I did not agree with the idea of saying the election was stolen and putting out this stuff, which I told the president was bullshit, former Attorney General William Barr told committee investigators in taped testimony, referring to a December 2020 meeting with Trump."
868,101318,The 2020 election was stolen from Donald Trump because of voting fraud.
869,101390,Trump repeatedly and aggressively lied to the public falsely claiming the 2020 election was stolen from him.
870,101434,I didn't believe the 2020 presidential election was stolen.
871,101580,Trump fed the lie that the election was stolen
872,101596,Donald Trump engaged in a massive effort to spread false and fraudulent information to the American public claiming the 2020 election was stolen from him.
873,101671,Donald Trump engaged in a massive effort to spread false and fraudulent information claiming the 2020 election was stolen from him.
874,101727,President Trump engaged in a massive effort to spread false and fraudulent information to the American public claiming the 2020 election was stolen from him.
875,101748,I accepted then-Attorney General Bill Barrs conclusion that the 2020 presidential election was not stolen.
876,101901,Former President Donald Trump claimed mass voter fraud in the 2020 election.
877,101946,The election was stolen!
878,101953,The 2020 election was fraudulent and victory was stolen from me by Joe Biden.
879,101969,"Biden didnt get the votes, but he did get the ballots"
880,102055,Trump engaged in a massive effort to spread false and fraudulent information to the American public claiming the 2020 election was stolen from him.
881,102099,"As I travel around the country campaigning for other Republican candidates, there is more and more doubt and disinterest regarding the presidents claims the 2020 election was stolen"
882,102164,The 2020 presidential election was mired in fraud.
883,102168,Widespread voter fraud led to Donald Trump's loss in the 2020 presidential election.
884,102222,Trump based his endorsements in these races entirely on his lie that the 2020 election was stolen
885,102300,Donald Trump claimed that his election defeat by Joe Biden was stolen from him by fraud.
886,102397,Donald Trump decided to lie about the election being stolen
887,102438,Fraud had stolen the election from him.
888,102443,Former President Donald Trump embraced false claims of fraud in the 2020 election.
889,102474,Trump worked to falsely convince huge portions of the U.S. population that fraud had stolen the election from him.
890,102498,The 2020 presidential contest was stolen from him.
891,102518,Trump claimed that there was fraud on Election Night 2020.
892,102525,Donald Trump claimed that he only lost in 2020 due to widespread voter fraud.
893,102537,Trump knew he lost the 2020 election but continued to spread false claims of election fraud.
894,102550,"The election was not stolen by fraud, and I haven't seen anything since the election that changes my mind on that, including the '2000 Mules' movie."
895,102598,"The 2020 election was ""stolen"" and ""rigged"""
896,102613,The election was not stolen by fraud.
897,102638,Donald Trump claimed that he had beaten Democrat Joe Biden for the presidency.
898,102651,Trump was repeatedly informed that his claims of widespread voter fraud were bogus and that he had lost the 2020 election
899,102659,His conspiracies about the 2020 election being stolen were false.
900,102715,Donald Trump denied his 2020 reelection loss and promoted baseless voter fraud claims.
901,102731,The election was stolen by fraud.
902,102736,The 2020 election was rigged to steal victory from Donald Trump.
903,102747,The election was stolen and there was widespread election fraud.
904,102760,The claim that the 2020 election was stolen was a lie from the very beginning.
905,102780,"The election was not stolen by fraud, and I havent seen anything since the election that changes my mind on that."
906,102917,"There is no evidence of widespread fraud or conspiracy to steal the 2020 election, which Trump lost to President Joe Biden."
907,102923,Systemic fraud stole the 2020 election from Trump.
908,103140,The former president continued to baselessly allege the election was stolen
909,103183,Donald Trump insisted that fraud was rampant in the 2020 election.
910,103339,The 2020 election was tainted by massive voter fraud.
911,103343,Donald Trump falsely claimed that the 2020 election was stolen.
912,103360,President Trump's claims of a stolen 2020 election were complete nonsense.
913,103462,The 2020 election was stolen from Jim Marchant.
914,103499,President Biden stole the 2020 election.
915,103542,Donald Trump claimed that there was mass election fraud.
916,103574,There was widespread election fraud in 2020
917,103601,Trump knew the election wasnt stolen.
918,103758,President Trumps claims of a stolen 2020 election were complete nonsense.
919,103805,Donald Trump claimed that the 2020 election was stolen and that his efforts to overturn it were legal.
920,103825,Donald Trump claimed that there was fraudulence in the 2020 election results.
921,103934,The election was stolen from me through widespread voter fraud.
922,104053,Former President Donald Trump lost the 2020 election due to widespread voter fraud
923,104113,The false claim of a 'stolen' election
924,104144,Voting machines were rigged to steal votes in the 2020 election.
925,104176,The 2020 presidential election saw rampant fraud.
926,104270,The 2020 presidential election had been fraudulently stolen from him.
927,104467,Trump pushed lies about the election being stolen
928,104470,Trump may have committed fraud by fundraising on the false basis that the election was stolen
929,104498,President Donald Trump alleged widespread voter fraud and encouraged his supporters to contest the 2020 election.
930,104552,Trump tried to cast the 2020 elections as fraudulent.
931,104574,The 2020 election was marked with rampant voter fraud.
932,104622,"The election was stolen from Trump, which he described as 'the biggest crime in the history of the world.'"
933,104761,The 2020 Presidential Election was indeed Rigged and Stolen
934,104943,Donald Trump made false claims of a stolen presidential election.
935,104990,Former President Donald J. Trump was the victim of a stolen election in 2020.
936,105078,The 2020 election was a scam.
937,105101,Donald Trump made a false claim that the 2020 presidential election was stolen.
938,105106,The results of the election were stolen.
939,105122,Former President Donald Trump falsely claimed he won the 2020 election and was the victim of voter fraud.
940,105149,The false claim that the 2020 election was stolen from Donald Trump
941,105283,Donald Trump falsely claimed that there was voter fraud in the 2020 presidential election.
942,105287,Trump was allegedly cheated out of electoral victory in 2020.
943,105386,The election result was a fraud.
944,105411,The 2020 election was stolen in order to remain in office for a second term after losing the election to Joe Biden.
945,105632,The 2020 election was stolen in Georgia.
946,105642,Donald Trump falsely said she inserted fraudulent ballots into the 2020 election.
947,105664,Trump attempted to steal the 2020 Election
948,105797,The 2020 election would be and then had been stolen.
949,105884,Donald Trump spread the Big Lie that the election was stolen.
950,106030,Donald Trump claimed that election fraud caused his defeat in the 2020 election.
951,106052,The 2020 election was corrupt and there were claims of fraud.
952,106161,Trump's claims of widespread fraud in the 2020 election
953,106162,The election was corrupt and stolen.
954,106256,The 2020 presidential election was stolen from Donald Trump by an unprecedented nationwide conspiracy of voter fraud.
955,106370,There are claims of election fraud in the 2020 election.
956,106428,Former President Donald Trump said there was election fraud.
957,106451,The only widespread voter fraud in the 2020 election was Donald Trumps widespread effort to overturn it.
958,106459,The 2020 election was corrupt
959,106498,"Donald Trump tried to ""steal"" the 2020 election!"
960,106510,Donald Trump made claims of election fraud.
961,107272,"Donald Trump claimed that the 2020 election was fraudulent and attempted to overturn the outcome on January 6, 2021."
962,107380,Trump knowingly promulgated the 'stolen election' claim.
963,107499,The 2020 election was free of widespread fraud.
964,107715,The election he lost had been stolen.
965,107747,"The election was stolen, tainted by widespread fraud."
966,108151,Trump insisted to his followers that the election had been stolen.
967,108362,"Donald Trump focuses his speeches and postings on the discredited claim that he won the 2020 election, then had it stolen by massive fraud involving hundreds of thousands of votes."
968,108671,Trump believed that there was massive voter fraud in the 2020 election.
969,108863,Donald Trump lost the 2020 presidential election by dint of widespread voter fraud.
970,109039,"Trump has claimed continually that he won his bid for reelection, that the balloting was fraudulent and that the election was stolen from him."
971,109419,Donald Trump lost the 2020 presidential election because of fraud.
